model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
SVC,0.9157508266449499,0.6282511197974235,0.9516361549627412,0.9263946124985738,0.6749540597669164,0.9508515815085158,0.9177055728386525,0.6202679140592693,0.946525776496958
KNeighborsClassifier,0.7998758593526137,0.5103702242772202,0.9518188772847693,0.8050529219493532,0.5260734620101954,0.9498783454987835,0.811873571222224,0.5210680044267393,0.9498879282740954
GaussianNB,0.8725954795681791,0.40313705084183066,0.864459731138741,0.8811353553522648,0.42607390754860147,0.8615571776155718,0.8691158359925926,0.38204451202183193,0.8471555128615648
LogisticRegression,0.916738827654729,0.6484050564598323,0.9526702737392826,0.9274722637976281,0.6936135416376499,0.9515815085158151,0.9157347153131582,0.6378131980648614,0.9488739459921016
MLPClassifier,0.9152537153768557,0.6526352888449074,0.9542520968469018,0.9294849422456088,0.6917241740975079,0.9501216545012166,0.9165982022239255,0.6462162473357291,0.9498345607855694
DecisionTreeClassifier,0.8680466945752452,0.5521598766603111,0.8524819997971809,0.8692832884766399,0.6187342244409134,0.9124087591240876,0.859445922274489,0.5547966943356362,0.9049525029352119
RandomForestClassifier,0.9146390376070904,0.6318558794493505,0.95175797601256,0.9220076614337586,0.6775712146737406,0.9513381995133819,0.9136125054479328,0.6191917977061638,0.946792613939588
