model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.925722948138913,0.6794606707330849,0.9543127575489079,0.9323542045599459,0.697669195666441,0.9527980535279805,0.918705654662011,0.6656110484550226,0.9510620130216672
SVC,0.9215409313329168,0.6246554295964503,0.9499935786261146,0.929016799446954,0.6708258128517866,0.9484184914841849,0.9158412109189098,0.6065271596197139,0.9456718966805422
KNeighborsClassifier,0.8107223248795299,0.5249707380267827,0.9528528850289091,0.8376228245622278,0.5808318739881361,0.9503649635036496,0.8179787835371405,0.5370714272629808,0.9505283381364072
GaussianNB,0.8850347847185928,0.45513829584000687,0.8668331412472787,0.8976168343479224,0.489003143661138,0.8613138686131386,0.8856446762216311,0.44097780331425496,0.8467819404418828
LogisticRegression,0.9221839056078821,0.6516779977714069,0.9544344860717254,0.9292315746377345,0.6898262336189727,0.9498783454987835,0.9149266261557548,0.633744822650549,0.9491941509232575
DecisionTreeClassifier,0.8691107924141006,0.5600704949007376,0.8690208866751495,0.8709968756921467,0.6068317860009096,0.8372262773722627,0.8670316781636834,0.5520734792496251,0.8318924111431316
RandomForestClassifier,0.9177212668723362,0.636012514524197,0.9519402542049822,0.9215705603618961,0.6748333856117024,0.9493917274939173,0.9121893634643676,0.6171663973885236,0.9462589390543281
