model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.920337661029983,0.6642399432489221,0.953278749804768,0.9287147718349185,0.6945200533165952,0.9520681265206813,0.9220980260532252,0.6648911902421168,0.9502081332052513
SVC,0.9145985751523096,0.6122799465453883,0.949081058834589,0.9211191968750211,0.6675464623891932,0.948661800486618,0.9142343420984519,0.6057581973419899,0.9456185291920163
KNeighborsClassifier,0.792632834018989,0.49618597761227895,0.9511494999470745,0.7913375125005871,0.5135791712502629,0.948661800486618,0.8034611280602353,0.5051621510759297,0.9488739459921016
GaussianNB,0.8718259748960631,0.3997997218177896,0.8626954447846972,0.8812196713939582,0.42439909621002514,0.8610705596107056,0.8688226912871482,0.38065156501985764,0.8471021453730387
LogisticRegression,0.915906762732343,0.6465284701988481,0.9521837667668178,0.9245283335458713,0.6886381586836018,0.9530413625304136,0.9139327228308878,0.6322403002626629,0.9477532287330558
DecisionTreeClassifier,0.8643288296316648,0.5647437291575091,0.8454168785534995,0.8758200888632351,0.6120570528065283,0.8637469586374696,0.8663992796204731,0.5736906219521223,0.8515850144092219
RandomForestClassifier,0.9116827815198718,0.6217625839509617,0.9499328994187083,0.918293980254106,0.6772217346111454,0.9527980535279805,0.9134309494348344,0.6163905523936393,0.9457786316575942
