model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9209879052531932,0.668673520481839,0.9535829230686099,0.9221297309269563,0.6846933896989276,0.9508515815085158,0.9187841382914947,0.6636809706703768,0.9508485430675633
SVC,0.9152842224009243,0.6202464451454966,0.9488985770827643,0.9161508426570376,0.6381119850374696,0.9464720194647201,0.9114602380224798,0.593739796481932,0.9438574020706586
KNeighborsClassifier,0.8080263483298223,0.49218446654043035,0.9484119590778981,0.8026270529487962,0.5119518168878721,0.9481751824817518,0.8065761349651249,0.4933433455327935,0.9470594513822179
GaussianNB,0.8714799413587159,0.4286057759387033,0.8349548875352806,0.8784653473653125,0.44856921825554863,0.8399026763990267,0.8677279698956836,0.4051463519249876,0.8222862632084534
LogisticRegression,0.9169300767363255,0.6517182001777294,0.9527311750114918,0.9201279590316324,0.673650458841334,0.9506082725060827,0.9117027440882624,0.6299972662809605,0.9492475184117836
DecisionTreeClassifier,0.8877214459889057,0.5736394429254471,0.8491284511646189,0.8765202056472452,0.6060973291718259,0.8472019464720195,0.88294824171622,0.5957374509220109,0.8450741808090512
RandomForestClassifier,0.9177829837761623,0.6400669663990264,0.9525486562488666,0.9195834703643796,0.6764136580480767,0.9510948905109489,0.9118128090292911,0.6212537120243954,0.9481268011527377
