model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9201923369043656,0.6752587983492692,0.9552863451612451,0.9273900451699073,0.7144251023822523,0.9530413625304136,0.9180196117231165,0.6733444199135258,0.952022627815135
SVC,0.9130938758192464,0.6291060446606225,0.950784462421824,0.9166638701147033,0.6596673987661201,0.948905109489051,0.9110375535817758,0.605097871962015,0.9444444444444444
KNeighborsClassifier,0.8181335440909644,0.49887628159651776,0.9502371096933506,0.8217911244152409,0.5308470330753414,0.9491484184914842,0.8111817881242579,0.50466667478281,0.9485003735724197
GaussianNB,0.8890376917008297,0.47809660076236815,0.8804594631805452,0.8997507433235118,0.5459785508697321,0.8856447688564477,0.8869836779098641,0.484442734538466,0.8719713950261501
LogisticRegression,0.913051153066777,0.6506267095382496,0.9529136752687168,0.9202579986979254,0.6941530010228146,0.9527980535279805,0.9094637898241801,0.634791040901276,0.9492475184117836
DecisionTreeClassifier,0.8785642701377417,0.5648787891827237,0.8471823862639596,0.8876746726356272,0.6196738483273303,0.843065693430657,0.8703410990379911,0.5700751997213198,0.8413384566122318
RandomForestClassifier,0.9142573631886911,0.6428156734250352,0.9527313230546939,0.9195671105353942,0.6868188890959223,0.9530413625304136,0.9086581219702397,0.6326914260892007,0.9498879282740954
