model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9154327129638509,0.6554389163757024,0.9532785092345648,0.9197370010671644,0.6631218536854518,0.948661800486618,0.9152105866066851,0.6396903909142573,0.9486071085494716
SVC,0.9104380022905205,0.6037918427330167,0.9482901010172788,0.914695656842939,0.6223493690271619,0.9457420924574209,0.9083579638340755,0.5736570148527024,0.9423097449034048
KNeighborsClassifier,0.7894591794006066,0.4820509215823627,0.9501153441597328,0.7918631244420878,0.49299251214510353,0.9452554744525548,0.7948676924644026,0.48340988881266417,0.94716618635927
GaussianNB,0.8542362745167201,0.3647619646099762,0.8470001820931383,0.8619738007825871,0.37713534095466167,0.8469586374695863,0.8471836066066518,0.33965892032872114,0.8341338456612232
LogisticRegression,0.9107241302722106,0.6333403650786946,0.9518186552199663,0.9162435483546206,0.6455641763902459,0.9496350364963504,0.9077607368109931,0.6031892148124824,0.9453516917493863
DecisionTreeClassifier,0.8650374236235215,0.5499451931101909,0.851076237067501,0.8760256354325371,0.5845008298867689,0.8508515815085158,0.8669889922534988,0.5632458765289448,0.8431529512221155
RandomForestClassifier,0.9117272655163727,0.6202079915096915,0.9501761158941402,0.912823085648319,0.6432475287884892,0.9476885644768857,0.9088228958455442,0.5984171819152304,0.9450848543067564
