model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
SVC,0.9169272653728197,0.6145016700465369,0.9487767560329455,0.9227933527078453,0.6677610932662307,0.9484184914841849,0.9165663078127948,0.6000390059476357,0.9454050592379123
KNeighborsClassifier,0.7948151169036954,0.4977726929883589,0.9512103642084833,0.7902661534434505,0.5099372350124612,0.9481751824817518,0.8037377411075544,0.5046901516923793,0.9488205785035756
GaussianNB,0.8730287516921832,0.40086093910453613,0.8598968546001095,0.8841766056123442,0.4318082254219659,0.8586374695863747,0.8708298683645848,0.3781828681250125,0.8445938734123172
LogisticRegression,0.9178255979600349,0.6507215599515752,0.9523660634646403,0.9238479324532026,0.68759266287399,0.9530413625304136,0.9165486072495496,0.6323933574423479,0.9486071085494716
MLPClassifier,0.914590229121174,0.6525404847517904,0.9527311565060916,0.9257280543381233,0.6858646487429577,0.9520681265206813,0.9176836141210418,0.6416307106200791,0.9498345607855694
DecisionTreeClassifier,0.8680007274342676,0.5648743343234293,0.8911067487714265,0.884363275455894,0.6138839471071311,0.9058394160583941,0.8611964620581748,0.5757435185617363,0.9014302486924965
RandomForestClassifier,0.9160642781595539,0.635376198821614,0.9509669071628482,0.9181018571342278,0.6724562805802994,0.9501216545012166,0.9154121809932687,0.6188933840686516,0.947006083893692
