model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9226988984134099,0.6736215320658082,0.9551038078932195,0.9353476337814529,0.7104477765679742,0.9542579075425791,0.9195939181866607,0.6690435524801064,0.9533568150282847
SVC,0.9190325980343289,0.6207959697101411,0.9506019251537984,0.9312920741242877,0.6699935367850081,0.9481751824817518,0.9142979639342674,0.6072699483432983,0.9460988365887502
KNeighborsClassifier,0.8164653659353082,0.5214758851159393,0.9513929940035102,0.8287860000134235,0.5517804363640818,0.9503649635036496,0.8202274021417681,0.5236869320077946,0.9503148681823034
GaussianNB,0.879340299866994,0.4508253723987602,0.8450548018922882,0.891612777110334,0.48828552531636993,0.8379562043795621,0.8790853025209943,0.43307282927825286,0.8231401430248693
LogisticRegression,0.9195503589218926,0.648378176037524,0.9539479050776597,0.930543716818911,0.6875592251702669,0.9518248175182482,0.9132735020898353,0.6290072795369288,0.9487672110150497
DecisionTreeClassifier,0.8558984161627462,0.5668556367604515,0.8468199024839429,0.8770806346606889,0.6177496480987005,0.9014598540145985,0.8705292927623064,0.5763536274211989,0.893905432810332
RandomForestClassifier,0.9139406958922756,0.6226673212083471,0.9501761714103409,0.925691139852208,0.6847071099566827,0.9518248175182482,0.91104279278151,0.614455961456532,0.9474863912904259
