model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9209858633017396,0.6694004970709038,0.9536436392868166,0.9279143986630245,0.7067086860363986,0.9532846715328467,0.9228812759768289,0.6683357377973077,0.9511153805101932
SVC,0.9159131848515093,0.6190318381452127,0.9490810218237886,0.9199794621223815,0.6722300012293255,0.9496350364963504,0.9158497689742523,0.6069847595142825,0.9456718966805422
KNeighborsClassifier,0.7947200572247357,0.4977443630901767,0.9507236906874164,0.7878679703073298,0.5091237748517585,0.948661800486618,0.8042102083823857,0.5072096671132248,0.9490340484576796
GaussianNB,0.8722225351908627,0.3989915475891022,0.8621479810238224,0.8822738316565207,0.4279963992029475,0.8625304136253041,0.8700215704741245,0.3805505611405188,0.8463016330451489
LogisticRegression,0.9169226031566545,0.6487117871388876,0.9519402727103824,0.9228512413334855,0.6902597964989499,0.9527980535279805,0.915499974117101,0.6326978176550871,0.9486071085494716
DecisionTreeClassifier,0.8697925401451165,0.5724067847660905,0.8757735997518795,0.8756619438497111,0.6079891137069714,0.8608272506082725,0.8620852891620786,0.5802582149639557,0.8600704450848543
RandomForestClassifier,0.9137257446111235,0.622104303041018,0.9507236351712157,0.918955085138228,0.6875137260454607,0.9532846715328467,0.9136653566580001,0.6167049151534033,0.9460988365887502
