model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
SVC,0.91553078947727,0.6147500476765035,0.9492635220810136,0.92117792446625,0.6667082360365937,0.9484184914841849,0.9164393354941379,0.6001047895809919,0.9450314868182303
KNeighborsClassifier,0.7938006793045259,0.4949948212727235,0.9504196099505758,0.790852170907358,0.5140651038685449,0.9491484184914842,0.8011289118662236,0.5029177558608096,0.9486604760379976
GaussianNB,0.8719311049652803,0.3980750741262519,0.860261966146961,0.8845612713348949,0.4293626067925626,0.8579075425790754,0.8726624611130314,0.3811181579305928,0.8443270359696873
LogisticRegression,0.9164628197391111,0.6487316566554682,0.9520010999609905,0.9222253730041008,0.6846982981104496,0.9518248175182482,0.9160925255197035,0.6303468678291181,0.9481268011527377
MLPClassifier,0.9141411487078855,0.6514562813536966,0.9526703477608836,0.9248454625385085,0.6841629832201642,0.9501216545012166,0.9180297770229989,0.6369750559747729,0.9491407834347315
DecisionTreeClassifier,0.8665168832562433,0.5683248962702454,0.7817263243759794,0.8603071956400636,0.5969432943893712,0.7965936739659367,0.8635664380622226,0.5669519449754215,0.7989646707225958
RandomForestClassifier,0.9145839682162501,0.6342537034549549,0.9514536362001159,0.9185041411341472,0.6805112744177412,0.9530413625304136,0.9152988598165487,0.6217700576062357,0.9457786316575942
