model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9212479873248522,0.6715904490787187,0.9545562516053433,0.929408596377011,0.7078710180918921,0.9525547445255474,0.9232984289915189,0.6729031717952757,0.9512221154872452
SVC,0.9156273633026217,0.6255334381493892,0.950966888657448,0.9248228104676058,0.6715873765309606,0.9503649635036496,0.9176522206692482,0.6155425819414867,0.9462055715658021
KNeighborsClassifier,0.7988875432846274,0.504197257541473,0.9506020361862,0.8048918405562677,0.5208922451332811,0.9491484184914842,0.810082787705122,0.5102066171226837,0.9491407834347315
GaussianNB,0.8737162446561401,0.4083424263435534,0.8645813301237567,0.8834047572704757,0.43618625877399547,0.8627737226277372,0.8704209394323462,0.3873249701965445,0.8485964350517665
LogisticRegression,0.9165377903796749,0.6507590853764984,0.953278675783167,0.9251877604988153,0.697241209227043,0.9532846715328467,0.9157543779671404,0.6407450332860033,0.9487672110150497
DecisionTreeClassifier,0.8731930860392257,0.5587554464786676,0.841585335432586,0.8698479123180283,0.60803376984467,0.8364963503649635,0.872664673683437,0.5708181230128986,0.8291706692283061
RandomForestClassifier,0.9174320599136255,0.650943495413737,0.9533395955607766,0.9186740316659172,0.6766067030348751,0.9518248175182482,0.9131513515047984,0.6288514033079137,0.9484470060838937
