model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
SVC,0.9135301938064002,0.612095295182268,0.9489595338711743,0.9157837952118556,0.6494800059152339,0.9472019464720195,0.9098436839881706,0.5934216763154414,0.9432169922083466
KNeighborsClassifier,0.7954783291250054,0.49498283760116124,0.9505412829571925,0.7979477223762191,0.5171982936316691,0.9464720194647201,0.8051142938727663,0.4996480910758122,0.9481268011527377
GaussianNB,0.8664716193946275,0.38056247346847316,0.8591670386252115,0.8681284523433987,0.3940782971916058,0.8571776155717762,0.8578832422422272,0.34778886781671614,0.8475290852812467
LogisticRegression,0.9153351332089279,0.6359052512727482,0.9515145559777254,0.9188611209922614,0.6714952975605728,0.9493917274939173,0.9106300231610199,0.618415195192523,0.9462589390543281
MLPClassifier,0.9117710330400367,0.6351909771004842,0.9520621492764019,0.9207001335633218,0.6719909697248514,0.9506082725060827,0.9124969316240601,0.6289804686168355,0.94716618635927
DecisionTreeClassifier,0.8655109033505516,0.5414331861309364,0.8341667610442081,0.8822448873437007,0.5894569432331911,0.8664233576642336,0.8713973926736368,0.5460082748816302,0.8501974597075461
RandomForestClassifier,0.9136954559799261,0.6197727397041811,0.9513320927313009,0.9104580416529636,0.6562107015023699,0.9510948905109489,0.9083369235419161,0.6006860552081722,0.9454584267264382
