model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
SVC,0.9147186324977914,0.6156224767996923,0.9501760788833398,0.9215135107018451,0.6664518628606297,0.9491484184914842,0.9145290314285188,0.6011611450839736,0.9449781193297043
KNeighborsClassifier,0.7924653868860513,0.48984400109973364,0.950845363694033,0.7898223406468761,0.5084594215517171,0.9479318734793187,0.8057991052866238,0.5061668251994265,0.9485003735724197
GaussianNB,0.8716883877876406,0.39842217347551895,0.8626346730502895,0.8819365674897478,0.42977484282960937,0.862043795620438,0.8686833828448145,0.38190238770108537,0.8462482655566229
LogisticRegression,0.9155052173011548,0.6465860798988139,0.9526095945318763,0.9229980603115584,0.6874697887546297,0.9525547445255474,0.9140902745424154,0.6328686059713009,0.9480200661756858
MLPClassifier,0.9138956228327892,0.649927307992481,0.9534004413167849,0.9230366527286518,0.6796368632841095,0.9518248175182482,0.9164944201479165,0.6401943685111983,0.9501547657167254
DecisionTreeClassifier,0.8700337369782313,0.538939941375839,0.8499823458481653,0.8715216486680581,0.5885621586011139,0.8345498783454988,0.8635847230780277,0.5545163314229453,0.8250080051232789
RandomForestClassifier,0.9119103835652089,0.6330664492613758,0.9505413939895939,0.9187562502936379,0.6774573421578158,0.9503649635036496,0.9131823483637833,0.623360411967358,0.9475931262674778
