model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9209806273583003,0.6664537741822234,0.9535219107639991,0.9285058694032605,0.6964243034417771,0.9545012165450122,0.9203585073749565,0.6608220938128485,0.9501013982281994
SVC,0.9157360737555867,0.6180347448878376,0.9498110228526888,0.9223260488747793,0.6455618400556185,0.9481751824817518,0.9153238034168767,0.5963387475169144,0.9452449567723343
KNeighborsClassifier,0.8015858492666466,0.49315905961426704,0.9493854911740343,0.8010749666091697,0.5062452214211534,0.9472019464720195,0.8096778455742747,0.49793876447406377,0.9484470060838937
GaussianNB,0.8758072424031601,0.4462262497002314,0.8337382129853133,0.8907788453148806,0.4776319386624798,0.8413625304136253,0.876594386583641,0.42941674362936366,0.8226598356281354
LogisticRegression,0.9159158467023018,0.6486034770014656,0.9522444829850247,0.9231432013584531,0.6767842865196938,0.9506082725060827,0.9126054728137718,0.6262574246884398,0.9491941509232575
DecisionTreeClassifier,0.8672884737343383,0.5618744721951894,0.8157287759714039,0.8796336069479774,0.6045672587491733,0.8170316301703163,0.8728232899335562,0.5818252397703918,0.8124132778311453
RandomForestClassifier,0.9140746710015236,0.636208125606748,0.9501153811705333,0.9175321994993053,0.6730484123652719,0.9501216545012166,0.914376906776477,0.6237270490456565,0.9475397587789519
