model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.9220110040018517,0.6743225181378139,0.9535827010038069,0.9296393119139825,0.7045966960124387,0.9542579075425791,0.9247013656151529,0.6745363527601864,0.951755790372505
SVC,0.9169328784447066,0.6143647320752826,0.9488984660503628,0.9228906727161679,0.6682247492570376,0.9484184914841849,0.9166394896226273,0.6008907256950797,0.9454584267264382
KNeighborsClassifier,0.7943364714788911,0.49755046912946616,0.9512103642084833,0.7902661534434505,0.5099372350124612,0.9481751824817518,0.8036993342250409,0.5045501566723636,0.9487672110150497
GaussianNB,0.8730169366775874,0.40040668270206287,0.8600185461121264,0.8841585678521809,0.4309291661109843,0.8586374695863747,0.8708538726661557,0.37820404178273187,0.8446472409008432
LogisticRegression,0.9178639541859186,0.6507530764945926,0.9524877364712572,0.923946091427114,0.6876954214942957,0.9530413625304136,0.9165775376512688,0.6325005387923333,0.9486604760379976
DecisionTreeClassifier,0.8673504202350966,0.572564278496458,0.8947561247323194,0.8784611525373676,0.6102723169818915,0.9058394160583941,0.8627200463888347,0.5802391218002381,0.899028711708827
RandomForestClassifier,0.915900325062986,0.6350045268455993,0.9513319261826986,0.9197932117616265,0.6778010886617437,0.9510948905109489,0.9149628204678626,0.6199541966347109,0.9473262888248479
