model,val_auc,val_aupr,val_acc,intest_auc,intest_aupr,intest_acc,extest_auc,extest_aupr,extest_acc
MLPClassifier,0.923076086096497,0.6670404112785199,0.9524269092206488,0.9287206445940414,0.6964818899294902,0.9506082725060827,0.9217425119103084,0.666223006783473,0.9514889529298751
SVC,0.9178300378281513,0.6269294727477537,0.95054107939779,0.9229334599612063,0.6631255246441261,0.9464720194647201,0.915314076456414,0.6094240536103879,0.9462055715658021
KNeighborsClassifier,0.8015060054089759,0.49675595015110263,0.9508455117372352,0.8014428530199404,0.5393346609218119,0.9491484184914842,0.8167644163573242,0.5162662476976231,0.9484470060838937
GaussianNB,0.879545277019696,0.4487879007530805,0.8346506957660385,0.8867404844522897,0.4886694595176165,0.8423357664233576,0.8762297925527385,0.42913394758947443,0.8258618849396947
LogisticRegression,0.9188015881400547,0.6536752292493878,0.9532787127939674,0.9251600746343789,0.6867783713405369,0.9513381995133819,0.9132651945141612,0.6332586503313498,0.9489806809691536
DecisionTreeClassifier,0.8726008085039829,0.5725467504968231,0.8276558580324911,0.8810887927620761,0.6234937029137829,0.8535279805352798,0.8807096422983346,0.5946994685855277,0.851158074501014
RandomForestClassifier,0.9157097727407854,0.6243814499564068,0.9503585606351646,0.9190599558368514,0.6811720934742558,0.9520681265206813,0.9154134333916116,0.6207133543274427,0.9475397587789519
